epoch,train_objective,val_mse
0,1655.6841634114583,0.28265097839291914
1,1548.126449584961,0.2328663586139072
2,1478.8155721028645,0.20546788947703343
3,1424.8946380615234,0.19505529763970844
4,1383.0704803466797,0.19177617363762584
5,1348.3606567382812,0.1898125433877126
6,1315.3695983886719,0.18852781513941919
7,1283.345911661784,0.1880293373250029
8,1252.2097676595051,0.18629037949785954
9,1222.0343831380208,0.18516572659956035
10,1192.5118153889973,0.1850658444695129
11,1164.0760599772136,0.1833561389997686
12,1136.1059163411458,0.18260061610551892
13,1109.1396738688152,0.18153598106849472
14,1082.1848551432292,0.17912212194839755
15,1055.6033274332683,0.17789684390547264
16,1029.873166402181,0.17677533119287284
17,1004.9621912638346,0.17604954153650354
18,980.5099385579427,0.17574070960603957
19,956.8836619059244,0.17568492747020711
20,933.9006601969401,0.1747667964682402
21,911.368293762207,0.1745674226975587
22,889.6099421183268,0.17401766603031354
23,868.3258997599283,0.1736362482644915
24,847.6285552978516,0.1735021259979174
25,826.755007425944,0.17306577577230128
26,806.4159444173177,0.1729994793474488
27,786.4964065551758,0.17273939170426936
28,767.6419626871744,0.17227575241524934
29,748.537233988444,0.1722026441195187
30,730.5381368001302,0.1717331041015851
31,712.809694925944,0.17151307416406342
32,694.5894114176432,0.17119656441629064
33,677.5408172607422,0.17086359264722897
34,661.5373280843099,0.17055445700277683
35,645.138053894043,0.1704193802065255
36,629.2681274414062,0.16999276148328127
37,614.0071487426758,0.16990215709244474
38,599.3351364135742,0.16949743108584983
39,584.2173385620117,0.16955311921497165
40,570.3592376708984,0.16921534587238227
41,556.6706263224283,0.16897680384415134
42,542.995974222819,0.16881826875795442
43,529.7555745442709,0.1686700129440009
44,516.8322397867838,0.16853912848547958
45,504.338082631429,0.16840269401538818
46,491.80632909138996,0.1683857023024413
47,480.1894276936849,0.16800449605171816
48,468.40793736775714,0.167912955209418
49,456.9995880126953,0.1680584396332292
50,446.479434967041,0.16788944630047437
51,436.2366587320964,0.1676687221595511
52,425.5135841369629,0.16748346205021405
53,416.4748942057292,0.1673607362894828
54,405.8174006144206,0.1673101227149138
55,396.6501859029134,0.16718815804697443
56,387.28615951538086,0.16711705643295152
57,377.569766998291,0.16699893519321996
58,368.2879587809245,0.16690023537834087
59,360.1079788208008,0.16695067720988083
60,351.64318466186523,0.1667292480186278
61,343.8405583699544,0.16674536474603727
62,336.04545466105145,0.1667098699814879
63,327.7284749348958,0.16670381197211617
64,321.319149017334,0.16658637408885804
65,312.9563954671224,0.16671353262755986
66,306.485538482666,0.16662632513305564
67,299.6342302958171,0.1664860761598982
68,292.74964904785156,0.1663960394249682
69,285.55381266276044,0.16644903209244474
70,279.26748339335126,0.16645384270507926
71,274.13758786519367,0.16622015467719542
72,267.6846218109131,0.1662415791681129
73,261.74350611368817,0.1661010246731459
74,255.03799120585123,0.16600926508446143
75,249.88010215759277,0.16615747389505958
76,242.84799194335938,0.16605516747657065
77,238.35438664754233,0.16612355193509198
78,232.78998883565268,0.16605836732037488
79,227.0544230143229,0.16605111072544254
80,223.0731398264567,0.1659390963062594
81,218.96271197001138,0.16597790661517992
82,213.69135093688965,0.16588014867522852
83,209.29125340779623,0.1658948498785144
84,204.69273249308267,0.16580677282193682
85,200.18509419759116,0.16576548760557677
86,196.28229268391928,0.16566791406340392
87,192.68437576293945,0.1657699059209765
88,189.25384521484375,0.16577216027421035
89,185.43337059020996,0.16562605034420919
90,180.6021931966146,0.16563925286358902
91,176.4714733759562,0.16553842885861392
92,173.44712003072104,0.16557283350688418
93,169.95463116963705,0.16558450480157352
94,167.68870576222739,0.1656197735884531
95,164.8761215209961,0.16553860421728567
96,161.29721037546793,0.16558257043272012
97,157.04632631937662,0.16544754425546684
98,154.754106203715,0.16562514643353002
99,152.0486707687378,0.16539446119692236
