epoch,train_objective,val_mse
0,1652.9566650390625,0.27609490700566935
1,1544.4368184407551,0.23057708550271896
2,1477.8931070963542,0.20359700046280227
3,1423.6182912190754,0.1935696878977207
4,1382.913594563802,0.19069913152261947
5,1347.3642069498699,0.18954063620849243
6,1314.4322814941406,0.18843987909290755
7,1282.9856821695964,0.18694705252805738
8,1251.834955851237,0.1858703719773227
9,1221.6334788004558,0.18486810858498207
10,1192.4072367350261,0.1838095713293995
11,1164.0430552164714,0.18406680623047553
12,1136.5270741780598,0.18232778332176328
13,1109.5128326416016,0.1811435138985306
14,1082.0580291748047,0.17889525483049867
15,1055.3377482096355,0.17753137293185237
16,1029.7635345458984,0.17684810323383085
17,1004.8328221638998,0.17648110103552006
18,980.8823420206705,0.17604501655964364
19,956.9640350341797,0.17551082342647228
20,933.7371622721354,0.17505686682864746
21,910.9180196126302,0.17469662949785955
22,888.714495340983,0.17443077490454703
23,867.2004445393881,0.17411000954529676
24,846.2835032145182,0.17382115584866367
25,825.5128682454427,0.17343231697616568
26,805.0592905680338,0.17303154105923868
27,784.8029047648112,0.17315225471479812
28,766.0394617716471,0.17255544407323845
29,747.6553726196289,0.17220943068089783
30,728.8071314493815,0.17188576738401018
31,710.984006245931,0.17153196408943655
32,693.8991317749023,0.17150409652319795
33,676.3442891438802,0.17089911272127734
34,659.4760513305664,0.17076842893092675
35,643.0699615478516,0.170443962961356
36,627.2198918660482,0.17019767984206874
37,611.6916554768881,0.16998286185352307
38,596.9419021606445,0.16965725153303252
39,581.4908599853516,0.1695370494909175
40,567.4519755045573,0.16939731574684716
41,553.7509180704752,0.16933582270334374
42,540.1378504435221,0.16913919139766284
43,526.9755083719889,0.16888165459041998
44,514.0979143778483,0.16884157880654865
45,501.31583404541016,0.16866233874233483
46,489.70004908243817,0.16845415907381697
47,477.7426986694336,0.16838820613502256
48,466.03272755940753,0.16823428280111072
49,454.6880874633789,0.16821555919530257
50,444.50014877319336,0.16803096074858268
51,433.60277303059894,0.16797433074453313
52,423.2194430033366,0.16777149499595048
53,413.37981033325195,0.16761519437695244
54,403.02289326985675,0.1674857073643411
55,392.95696512858075,0.16765474950827258
56,383.6883074442546,0.16741663412588223
57,374.7017873128255,0.16732233274036792
58,366.21498998006183,0.16705943935844036
59,357.29760615030926,0.16712135723996296
60,348.68767674763996,0.1670625307329631
61,340.7896016438802,0.1669473472029388
62,332.4660161336263,0.16680443711674187
63,326.0597279866536,0.16677571083535808
64,317.6363271077474,0.16682902529503646
65,310.0937894185384,0.16667687904951983
66,303.0023663838704,0.16676509711616336
67,296.4880116780599,0.16655616177831772
68,289.24263763427734,0.16660879649716534
69,282.26095326741535,0.16656824525627675
70,275.92847696940106,0.16656532562478307
71,269.9221897125244,0.1665717524297119
72,264.1940778096517,0.16639713677253268
73,257.99186452229816,0.16647893707335415
74,252.8140754699707,0.16636084656658567
75,247.4944636027018,0.1662705495053801
76,241.6690158843994,0.1662808902435497
77,236.5807991027832,0.16625648103956958
78,231.96009890238443,0.1661319402261946
79,226.6428368886312,0.16628831496586832
80,220.6109104156494,0.16613469715376605
81,217.48860232035318,0.16613269770334374
82,212.19825871785483,0.16608588236144858
83,208.59414037068686,0.16604181490801806
84,204.07609748840332,0.16595192279879672
85,199.4379005432129,0.16598862880365614
86,194.9778734842936,0.16602238625188012
87,191.53684425354004,0.16589757968876548
88,187.4876194000244,0.1659896845713294
89,183.6679776509603,0.16591054719136875
90,179.18098513285318,0.1659391830816846
91,176.03509585062662,0.16581330809614717
92,173.16787083943686,0.16582949352076826
93,169.91559028625488,0.16582081778606966
94,166.13937759399414,0.16576320613502257
95,163.7240250905355,0.16577341309441165
96,160.55704243977866,0.16575718608989934
97,157.791867574056,0.1658331308573412
98,154.80713367462158,0.16577331727987968
99,152.36751238505045,0.1656706131406919
