epoch,train_objective,val_mse
0,1655.0787404378254,0.27980237258475066
1,1547.5701141357422,0.2329417592271202
2,1479.3245646158855,0.20343393497628137
3,1423.4734853108723,0.19376525439662154
4,1383.353022257487,0.19143640084461414
5,1348.1063181559246,0.18998653173088048
6,1314.9795481363933,0.1883083926298739
7,1282.7150268554688,0.18748542172856647
8,1251.6347351074219,0.1854646896332292
9,1221.3022206624348,0.18488941195186856
10,1192.0861155192058,0.1842319073238459
11,1163.6813405354817,0.18330167115006363
12,1136.378921508789,0.18255767311697327
13,1109.6247049967449,0.18082575313837787
14,1082.3912709554036,0.1791057015069999
15,1056.055923461914,0.177806183472174
16,1030.4583282470703,0.17707923319449265
17,1005.9740447998047,0.1763831894307532
18,981.8210525512695,0.17606150389043157
19,958.1550445556641,0.17592338814647693
20,935.2866795857748,0.1751854137741525
21,912.4606577555338,0.17475803576593776
22,890.4363098144531,0.17437552246037255
23,868.9041697184244,0.17421700002892515
24,847.7866261800131,0.17371046113907207
25,827.0598526000977,0.17369316209649427
26,806.7744547526041,0.17320026141096842
27,786.7866973876953,0.17271649203112346
28,768.2225570678711,0.17236401567742682
29,749.1798858642578,0.17192730207971768
30,730.7950998942057,0.1716850359394886
31,712.5383936564127,0.17130199113444405
32,694.7970453898112,0.17112036836167996
33,678.234608968099,0.17072179617898878
34,661.5711059570312,0.17047847969455052
35,645.2911809285482,0.1702513884068032
36,629.0453770955404,0.1699075552470207
37,614.2486724853516,0.1697527930839986
38,598.6131261189779,0.1695685471624436
39,584.3373260498047,0.16933298442381117
40,569.3774286905924,0.16925328300358672
41,555.7712910970052,0.1690929256334606
42,541.8256912231445,0.16889397670079834
43,528.5111808776855,0.16862671923811176
44,515.1412963867188,0.16857600623336805
45,502.3862113952637,0.16855666435265532
46,490.92730077107746,0.1683238043069536
47,479.1946652730306,0.16810643186682864
48,467.47251892089844,0.1682196918749277
49,455.95876185099286,0.16814712050214045
50,444.8012212117513,0.16788309361622122
51,434.44406509399414,0.16785276560511397
52,423.62248102823895,0.16786190956554436
53,413.69353739420575,0.1676067898154576
54,403.50682067871094,0.16767852416695592
55,394.06388727823895,0.16757644553395812
56,384.475040435791,0.16749349726657412
57,375.82967376708984,0.1673478284449844
58,366.56615193684894,0.1673577045730649
59,358.1078618367513,0.1672511027710286
60,350.03466669718426,0.1673035639390258
61,342.32545979817706,0.16709649065717921
62,334.33527247111004,0.16722267297234755
63,326.41515096028644,0.16704360284334144
64,319.02310434977215,0.16691400916926993
65,311.84171803792316,0.16689889216707163
66,304.61104075113934,0.16690533162674998
67,297.67201868693036,0.1667354994648849
68,291.3213863372803,0.1666499732442439
69,284.03100713094074,0.16656568538123337
70,277.7285620371501,0.16672880871803772
71,271.5911153157552,0.16654793076767327
72,266.32877922058105,0.16652614832812682
73,260.0470199584961,0.16636448390315864
74,254.8810666402181,0.16649100247309961
75,247.9613577524821,0.16634447312854334
76,242.84305890401205,0.16637397496528983
77,237.91049194335938,0.1662530931823441
78,232.33287874857584,0.166129944391415
79,228.06528854370117,0.16622319904836283
80,223.22522481282553,0.16625053692294342
81,217.67513529459634,0.16617087165914612
82,213.45080502827963,0.16609273762003934
83,209.08023834228516,0.16615487967141038
84,203.6776269276937,0.16607070027768137
85,200.29824765523276,0.16613098027305334
86,195.96588134765625,0.16601115064213814
87,191.26243527730307,0.16609823882043273
88,187.86808586120605,0.16591483715145205
89,183.9231974283854,0.16594788593370358
90,180.84504826863608,0.16589594180261483
91,176.70478947957358,0.1660551078184658
92,172.23683738708496,0.16590162740078676
93,169.20294634501138,0.16585283068668286
94,167.68205388387045,0.16595219758764318
95,164.0384292602539,0.16576057213930348
96,161.06841659545898,0.16581441086717574
97,158.374342918396,0.16568790133634154
98,155.4427785873413,0.16572675864861738
99,152.17127100626627,0.1656090315139419
