epoch,val_mse
0,0.4672343309804492
1,0.34779159233868845
2,0.275049938091343
3,0.25254535157309765
4,0.241348604568536
5,0.2381413607654142
6,0.23890910855326666
7,0.23461866232022482
8,0.23376472235302653
9,0.23158777001514613
10,0.23014476538384615
11,0.22936374093743714
12,0.22871793156017117
13,0.22672351488131734
14,0.22595033049324825
15,0.22300897486616508
16,0.22296870549696574
17,0.22096152957147377
18,0.22088494758079322
19,0.2200654758135919
20,0.21978224797645654
21,0.21924955853064185
22,0.22028253435718748
23,0.21899546441744594
24,0.21921840258633168
25,0.219991277455275
26,0.21851637644298227
27,0.21846171287597985
28,0.21747982710230085
29,0.2174740263526947
30,0.21567287091818774
31,0.2166233341003025
32,0.21559944672976175
33,0.2179027907220606
34,0.2155845481359278
35,0.21635626611021483
36,0.2167993143785335
37,0.21699087742065667
38,0.21602999458282782
39,0.21862159559166358
40,0.2156654106985153
41,0.21551224889142548
42,0.2158027502317958
43,0.2149076153101068
44,0.21461814724837314
45,0.21421066560665794
46,0.2148152714642395
47,0.21489493158690862
48,0.21460756079378807
49,0.21428598347095743
50,0.21492742601729067
51,0.2131612038634865
52,0.21373389358220105
53,0.21279614363143692
54,0.21159090919511284
55,0.2117157564852458
56,0.21313088628664195
57,0.2120896295509542
58,0.21255138491082215
59,0.21139765763057267
60,0.21116239532792125
61,0.21291921869778915
62,0.21431714725829026
63,0.21321698969714306
64,0.21078590193038618
65,0.21196316470124063
66,0.21040863588488545
67,0.21119507999443543
68,0.21117022118787515
69,0.21115433546452317
70,0.21128680364929298
71,0.21010932143543565
72,0.20934116117415721
73,0.2116543738057023
74,0.21239251447327537
75,0.2112977933448942
76,0.209479148644813
77,0.21013602821032895
78,0.21123682280840125
79,0.21189177425559488
80,0.21085329916223455
81,0.2100793665151491
82,0.21091388796314892
83,0.21042580639892405
84,0.21149837294078172
85,0.209390402065848
86,0.2101869630546195
87,0.20978391838105798
