epoch,val_mse
0,0.46599373138124683
1,0.33934847494094
2,0.2655202649024285
3,0.2466529007575674
4,0.24227844961879774
5,0.2388760632745138
6,0.23701087766737833
7,0.23473130601902092
8,0.233044749012696
9,0.23365125131910666
10,0.23251423662601453
11,0.23096515389313843
12,0.22770099558843915
13,0.2275946041092623
14,0.22804305972954914
15,0.222453785941253
16,0.2220642276086283
17,0.22009881607559728
18,0.2219474853967801
19,0.22212410475496241
20,0.22056100282692653
21,0.2195959313818199
22,0.21959904576006842
23,0.2186484759520249
24,0.22012388431303867
25,0.21940665625304717
26,0.21856136839282114
27,0.21875684005193766
28,0.21946640614470606
29,0.21874846387441188
30,0.21849650530618478
31,0.2197591380786095
32,0.2181567426380423
33,0.21754925510355042
34,0.2176991288130925
35,0.21833571021311587
36,0.21681335507783778
37,0.21683591878101752
38,0.21670082468683005
39,0.21793015807329139
40,0.21516240250380017
41,0.2159755500405251
42,0.21614760790745632
43,0.21726071128491745
44,0.21516356252312288
45,0.21881663570738488
46,0.2163412744617067
47,0.21669957033917436
48,0.2153651944895982
49,0.21470236420406416
50,0.2148645405225386
51,0.21639535836720272
52,0.2156501819296549
53,0.21426542333842194
54,0.21590558705021942
55,0.21324880337242408
56,0.21304794114648118
57,0.21451763376847027
58,0.2138455156495498
59,0.2159149991364549
60,0.21360558945542096
61,0.2145485182999737
62,0.21305053482134076
63,0.21258766085093053
64,0.21429409826525442
65,0.21305320249836154
66,0.21351131991053654
67,0.21379114698239784
68,0.21227382277537762
69,0.21081583287679395
70,0.21269187235254994
71,0.2127217149115641
72,0.21384155850615694
73,0.21206248742074074
74,0.21174751105500111
75,0.21176685838637171
76,0.21313357106560285
77,0.21113955761612765
78,0.21014807169499888
79,0.21156017214941694
80,0.21082172580632286
81,0.2114974680391917
82,0.2116342298983907
83,0.21079445231404623
84,0.20914131364759597
85,0.21139124510838872
86,0.21044605139207195
87,0.20985884142341982
88,0.2115082621745085
89,0.210603175751402
90,0.21195034244922414
91,0.20991778281394163
92,0.20931902199373276
93,0.21009615546105967
94,0.20978576783317116
95,0.21035576252676016
96,0.2086901907938061
97,0.2084100921526784
98,0.20861322354397316
99,0.20889560213258845
