runner_replicate,seed,committed_shared_fraction,new_shared_fraction,shared_fraction_delta,committed_test_mse,new_test_mse,test_mse_delta,canonical_fsh_match_1e6,canonical_mse_match_1e6
1,0,0.9205678701400757,0.7495630383491516,-0.17100483179092407,0.16865083575248718,0.16863946616649628,-1.1369585990905762e-05,False,False
1,1,0.9572950601577759,0.9744392037391663,0.01714414358139038,0.1688012033700943,0.1688159704208374,1.4767050743103027e-05,False,False
1,2,0.9223678708076477,0.9402263760566711,0.017858505249023438,0.1686803251504898,0.16861483454704285,-6.549060344696045e-05,False,False
2,0,0.9205678701400757,0.7495630383491516,-0.17100483179092407,0.16865083575248718,0.16863946616649628,-1.1369585990905762e-05,False,False
2,1,0.9572950601577759,0.9744392037391663,0.01714414358139038,0.1688012033700943,0.1688159704208374,1.4767050743103027e-05,False,False
2,2,0.9223678708076477,0.9402263760566711,0.017858505249023438,0.1686803251504898,0.16861483454704285,-6.549060344696045e-05,False,False
3,0,0.9205678701400757,0.9812900424003601,0.060722172260284424,0.16865083575248718,0.1685160994529724,-0.0001347362995147705,False,False
3,1,0.9572950601577759,0.9081621766090393,-0.04913288354873657,0.1688012033700943,0.16859090328216553,-0.00021030008792877197,False,False
3,2,0.9223678708076477,0.8952966928482056,-0.02707117795944214,0.1686803251504898,0.1685761958360672,-0.00010412931442260742,False,False
