seed,shared_fraction_recomputed,shared_fraction_metrics_json,doxorubicin_shared_fraction,cisplatin_shared_fraction,shared_active_units,dox_active_units,cis_active_units,shared_dims_kl_gt_0p01,dox_dims_kl_gt_0p01,cis_dims_kl_gt_0p01,shared_mean_total_kl_nats,dox_mean_total_kl_nats,cis_mean_total_kl_nats,objective_matched_shared_kl_ratio,observation_weighted_shared_kl_ratio,shared_var_sum,dox_var_sum,cis_var_sum
0,0.9205678105354309,0.9205678701400757,0.816702663898468,0.9588165879249573,0,0,0,0,0,0,0.010691210627555847,0.00040816655382514,0.0030909839551895857,0.7534135688769105,0.9030924568360963,0.015408149920403957,0.00022941974748391658,0.0022680512629449368
1,0.9572950601577759,0.9572950601577759,0.9225260019302368,0.9755598306655884,0,0,0,0,0,0,0.007907961495220661,0.0005909617757424712,0.0013641498517245054,0.8017745987333592,0.9077171413740713,0.009614979848265648,9.572318231221288e-05,0.0007921362994238734
2,0.9223678708076477,0.9223678708076477,0.8805445432662964,0.9415982961654663,1,0,0,0,0,0,0.021853288635611534,0.0011718801688402891,0.006778562441468239,0.7332400247235187,0.8894402117268962,0.03675089031457901,0.0005228460067883134,0.007558640092611313
