axis,library,term,overlap,set_size_in_universe,list_size,universe_size,fold_enrichment,p_value,genes,q_value
shared,GO_BP,GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,1,12,50,1500,2.5,0.33524969917904673,Dab2,1.0
shared,GO_BP,GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,2,53,50,1500,1.1320754716981132,0.535155658992266,Apoe|Mef2c,1.0
shared,GO_BP,GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,1,30,50,1500,1.0,0.6419855589414076,Mef2c,1.0
shared,GO_BP,GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,2,59,50,1500,1.0169491525423728,0.5946496976806868,Apoe|Mef2c,1.0
shared,GO_BP,GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,4,55,50,1500,2.181818181818182,0.1071421246676448,Apoe|Mef2c|Nrgn|Tyrobp,0.6484617196732176
shared,GO_BP,GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,1,21,50,1500,1.4285714285714286,0.5116902720131731,Mef2c,1.0
shared,GO_BP,GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,1,22,50,1500,1.3636363636363638,0.5281983764075895,Ttr,1.0
shared,GO_BP,GOBP_REGULATION_OF_SYSTEM_PROCESS,4,102,50,1500,1.1764705882352942,0.4459635326567103,Apoe|Dab2|Mef2c|Ttr,1.0
shared,GO_BP,GOBP_REGULATION_OF_TISSUE_REMODELING,0,17,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,3,59,50,1500,1.5254237288135595,0.31371481999432677,Apoe|Lilrb4a|Ptprc,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANSLATION,0,13,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,1,36,50,1500,0.8333333333333334,0.7092162291569126,Dab2,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,1,67,50,1500,0.44776119402985076,0.9021004487597856,Ctss,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANSPORT,6,223,50,1500,0.8071748878923767,0.7774858117204244,Apoe|Ctss|Cxcl12|Dab2|Mef2c|Ptprc,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,1,30,50,1500,1.0,0.6419855589414076,Ctss,1.0
shared,GO_BP,GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,5,113,50,1500,1.3274336283185841,0.3226921737700444,Apoe|Mef2c|Nrgn|Slc6a6|Tyrobp,1.0
shared,GO_BP,GOBP_REGULATION_OF_TUBE_SIZE,1,39,50,1500,0.7692307692307692,0.7380227031427208,Apoe,1.0
shared,GO_BP,GOBP_REGULATION_OF_T_CELL_ACTIVATION,5,50,50,1500,3.0,0.02291150058023974,Laptm5|Lgals1|Lilrb4a|Pf4|Ptprc,0.29313654236641734
shared,GO_BP,GOBP_REGULATION_OF_T_CELL_PROLIFERATION,3,29,50,1500,3.103448275862069,0.06929647406754862,Laptm5|Lilrb4a|Ptprc,0.514186166026331
shared,GO_BP,GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,2,11,50,1500,5.454545454545455,0.04943234891824236,Dab2|Laptm5,0.41405962367084453
shared,GO_BP,GOBP_REGULATION_OF_VASCULAR_PERMEABILITY,2,14,50,1500,4.285714285714286,0.07677394817604072,Apoe|Ccl4,0.5400764752643556
shared,GO_BP,GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,4,65,50,1500,1.8461538461538463,0.16752770205961204,C5ar1|Cxcl12|Pf4|Stab1,0.8249470177177866
shared,GO_BP,GOBP_REGULATION_OF_VASOCONSTRICTION,0,15,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_REGULATION_OF_VESICLE_FUSION,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,3,74,50,1500,1.2162162162162162,0.45251749134404146,Apoe|Dab2|Ptprc,1.0
shared,GO_BP,GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,2,11,50,1500,5.454545454545455,0.04943234891824236,Bst2|Ifitm3,0.41405962367084453
shared,GO_BP,GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,3,14,50,1500,6.428571428571429,0.009792872234714329,Bst2|Ifitm3|Lgals1,0.17487271847704158
shared,GO_BP,GOBP_REGULATION_OF_VIRAL_PROCESS,3,15,50,1500,6.0,0.011956460152065383,Bst2|Ifitm3|Lgals1,0.195774081925416
shared,GO_BP,GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,2,33,50,1500,1.8181818181818181,0.301829565218506,Apoe|Dab2,1.0
shared,GO_BP,GOBP_REGULATION_OF_WOUND_HEALING,1,23,50,1500,1.3043478260869565,0.5441591891136924,Apoe,1.0
shared,GO_BP,GOBP_RENAL_SYSTEM_DEVELOPMENT,2,63,50,1500,0.9523809523809523,0.6311562472382795,Cflar|Mef2c,1.0
shared,GO_BP,GOBP_RENAL_SYSTEM_PROCESS,2,13,50,1500,4.615384615384615,0.06720522304156554,Dab2|Ttr,0.514186166026331
shared,GO_BP,GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT,1,11,50,1500,2.7272727272727275,0.31215205147852715,Cflar,1.0
shared,GO_BP,GOBP_RENAL_TUBULE_DEVELOPMENT,1,16,50,1500,1.875,0.4202758734830577,Mef2c,1.0
shared,GO_BP,GOBP_RENAL_TUBULE_MORPHOGENESIS,1,13,50,1500,2.3076923076923075,0.3575867388571701,Mef2c,1.0
shared,GO_BP,GOBP_REPRODUCTIVE_PROCESS,2,173,50,1500,0.3468208092485549,0.984795835628128,Cxcl12|Junb,1.0
shared,GO_BP,GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,0,48,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,1,45,50,1500,0.6666666666666666,0.7874965257547175,Ctsd,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ABIOTIC_STIMULUS,7,161,50,1500,1.3043478260869565,0.28517697842330725,Ctss|Cul4b|Cxcl12|Ptprc|Ttr|mt-Co2|mt-Nd4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ACID_CHEMICAL,0,31,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ACTIVITY,0,17,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ALCOHOL,2,37,50,1500,1.6216216216216215,0.3516951994318052,Pf4|mt-Nd4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ALKALOID,0,23,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_AMINE,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_AMYLOID_BETA,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ANGIOTENSIN,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_AUDITORY_STIMULUS,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_AXON_INJURY,2,20,50,1500,3.0,0.14144844471358778,Apoe|Tyrobp,0.7390794940822513
shared,GO_BP,GOBP_RESPONSE_TO_BACTERIUM,9,101,50,1500,2.6732673267326734,0.0048806223147393425,C5ar1|Cd52|Cflar|Lilrb4a|Lyz2|Mef2c|Mrc1|Pf4|Stab1,0.11837330240972285
shared,GO_BP,GOBP_RESPONSE_TO_BIOTIC_STIMULUS,22,177,50,1500,3.7288135593220337,5.1579689391599435e-09,Apoe|Bst2|C1qa|C1qc|C5ar1|Ccl4|Cd52|Cflar|Cxcl12|Ifi27l2a|Ifitm3|Laptm5|Lilrb4a|Ly6e|Lyz2|Mef2c|Mrc1|Pf4|Pik3ap1|Ptprc|Stab1|Tyrobp,8.381699526134909e-06
shared,GO_BP,GOBP_RESPONSE_TO_BMP,0,28,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_CADMIUM_ION,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_CALCIUM_ION,3,29,50,1500,3.103448275862069,0.06929647406754862,Cpne2|Junb|Mef2c,0.514186166026331
shared,GO_BP,GOBP_RESPONSE_TO_CAMP,0,14,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_CARBOHYDRATE,0,35,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_CHEMOKINE,2,11,50,1500,5.454545454545455,0.04943234891824236,Ccl4|Cxcl12,0.41405962367084453
shared,GO_BP,GOBP_RESPONSE_TO_COCAINE,0,15,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_COPPER_ION,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_CORTICOSTEROID,1,27,50,1500,1.1111111111111112,0.60287685419108,Pf4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_DECREASED_OXYGEN_LEVELS,2,62,50,1500,0.9677419354838709,0.6222676450712645,mt-Co2|mt-Nd4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS,8,219,50,1500,1.095890410958904,0.4496553906821014,Apoe|Cflar|Ctsd|Dab2|Junb|Mef2c|Mylip|Pf4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0,17,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ESTRADIOL,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ESTROGEN,0,14,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ETHANOL,1,20,50,1500,1.5,0.49461650530034706,mt-Nd4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_FATTY_ACID,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,0,34,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_GROWTH_FACTOR,3,124,50,1500,0.7258064516129031,0.7980955550459157,Cflar|Dab2|Mef2c,1.0
shared,GO_BP,GOBP_RESPONSE_TO_HEAT,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_HORMONE,5,135,50,1500,1.1111111111111112,0.47372741487837067,Ctsd|Dab2|Junb|Mef2c|Pf4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,0,15,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_INSULIN,1,44,50,1500,0.6818181818181819,0.7799395031997644,Ctsd,1.0
shared,GO_BP,GOBP_RESPONSE_TO_INTERFERON_BETA,2,13,50,1500,4.615384615384615,0.06720522304156554,Bst2|Ifitm3,0.514186166026331
shared,GO_BP,GOBP_RESPONSE_TO_INTERLEUKIN_1,0,14,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_IONIZING_RADIATION,1,14,50,1500,2.142857142857143,0.3791877227557184,Ptprc,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ISCHEMIA,1,12,50,1500,2.5,0.33524969917904673,Mef2c,1.0
shared,GO_BP,GOBP_RESPONSE_TO_KETONE,2,31,50,1500,1.9354838709677418,0.27666470071835436,Cflar|Pf4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,1,15,50,1500,2.0,0.4000764265660914,Laptm5,1.0
shared,GO_BP,GOBP_RESPONSE_TO_LIGHT_STIMULUS,2,37,50,1500,1.6216216216216215,0.3516951994318052,Cul4b|Ttr,1.0
shared,GO_BP,GOBP_RESPONSE_TO_LIPID,7,122,50,1500,1.7213114754098362,0.10516071424089778,Cflar|Dab2|Junb|Lilrb4a|Mef2c|Mrc1|Pf4,0.6484617196732176
shared,GO_BP,GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR,0,21,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,1,46,50,1500,0.6521739130434783,0.7947990506428715,Cxcl12,1.0
shared,GO_BP,GOBP_RESPONSE_TO_METAL_ION,3,64,50,1500,1.40625,0.3605177956624396,Cpne2|Junb|Mef2c,1.0
shared,GO_BP,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,5,52,50,1500,2.8846153846153846,0.02673055798779702,C5ar1|Lilrb4a|Mef2c|Mrc1|Pf4,0.30589546993077577
shared,GO_BP,GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_NICOTINE,1,11,50,1500,2.7272727272727275,0.31215205147852715,mt-Nd4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_NITROGEN_COMPOUND,7,154,50,1500,1.3636363636363635,0.24759540081017029,Apoe|C5ar1|Cflar|Ctsd|Ly6e|Mef2c|Mylip,1.0
shared,GO_BP,GOBP_RESPONSE_TO_NUTRIENT,0,28,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_NUTRIENT_LEVELS,1,68,50,1500,0.4411764705882353,0.9055163437786347,Apoe,1.0
shared,GO_BP,GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,0,20,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_OSMOTIC_STRESS,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_OXIDATIVE_STRESS,2,46,50,1500,1.3043478260869565,0.4588829057877858,Apoe|Gpx3,1.0
shared,GO_BP,GOBP_RESPONSE_TO_OXYGEN_LEVELS,2,65,50,1500,0.9230769230769231,0.6484589165006058,mt-Co2|mt-Nd4,1.0
shared,GO_BP,GOBP_RESPONSE_TO_PAIN,0,13,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_PEPTIDE,9,129,50,1500,2.0930232558139537,0.023270531670934055,Bst2|Ccl4|Csf2rb2|Cxcl12|Ifitm3|Laptm5|Mrc1|Pf4|Ptprc,0.29313654236641734
shared,GO_BP,GOBP_RESPONSE_TO_PEPTIDE_HORMONE,1,71,50,1500,0.4225352112676056,0.9150782745587396,Ctsd,1.0
shared,GO_BP,GOBP_RESPONSE_TO_PROGESTERONE,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,0,22,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_RADIATION,3,49,50,1500,1.836734693877551,0.22183535858597545,Cul4b|Ptprc|Ttr,0.9638568387759628
shared,GO_BP,GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0,29,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_RETINOIC_ACID,1,15,50,1500,2.0,0.4000764265660914,Mef2c,1.0
shared,GO_BP,GOBP_RESPONSE_TO_STARVATION,0,19,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_STEM_CELL_FACTOR,0,19,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_STEROID_HORMONE,3,44,50,1500,2.0454545454545454,0.17839486825642273,Dab2|Junb|Pf4,0.850122172776208
shared,GO_BP,GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,1,22,50,1500,1.3636363636363638,0.5281983764075895,Cxcl12,1.0
shared,GO_BP,GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,2,38,50,1500,1.5789473684210527,0.3640022098915078,Apoe|Gpx3,1.0
shared,GO_BP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,3,38,50,1500,2.368421052631579,0.1301690111571574,Cflar|Dab2|Mef2c,0.7050821437679359
shared,GO_BP,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,1,24,50,1500,1.25,0.5595904961849962,Laptm5,1.0
shared,GO_BP,GOBP_RESPONSE_TO_TYPE_II_INTERFERON,3,16,50,1500,5.625,0.014373895602843016,Bst2|Ifitm3|Mrc1,0.2162738921724065
shared,GO_BP,GOBP_RESPONSE_TO_UV,1,14,50,1500,2.142857142857143,0.3791877227557184,Cul4b,1.0
shared,GO_BP,GOBP_RESPONSE_TO_VIRUS,4,33,50,1500,3.6363636363636362,0.021911536874291787,Bst2|Ifi27l2a|Ifitm3|Ptprc,0.28948168634735083
shared,GO_BP,GOBP_RESPONSE_TO_VITAMIN,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RESPONSE_TO_WOUNDING,7,101,50,1500,2.0792079207920793,0.04617985790237408,Apoe|Cflar|F13a1|Lilrb4a|Pf4|Tec|Tyrobp,0.41405962367084453
shared,GO_BP,GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,2,58,50,1500,1.0344827586206897,0.5851264814879288,Ccl4|Mef2c,1.0
shared,GO_BP,GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE,0,41,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,1,16,50,1500,1.875,0.4202758734830577,Apoe,1.0
shared,GO_BP,GOBP_RHYTHMIC_PROCESS,0,43,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,1,23,50,1500,1.3043478260869565,0.5441591891136924,mt-Nd4,1.0
shared,GO_BP,GOBP_RNA_PROCESSING,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_RNA_SPLICING,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_ROOF_OF_MOUTH_DEVELOPMENT,1,12,50,1500,2.5,0.33524969917904673,Mef2c,1.0
shared,GO_BP,GOBP_SARCOMERE_ORGANIZATION,1,13,50,1500,2.3076923076923075,0.3575867388571701,Mef2c,1.0
shared,GO_BP,GOBP_SECRETION,6,147,50,1500,1.2244897959183672,0.3647737631880828,Apoe|Cxcl12|Dab2|Ly6e|Mef2c|mt-Co2,1.0
shared,GO_BP,GOBP_SECRETORY_GRANULE_LOCALIZATION,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SEGMENTATION,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,2,13,50,1500,4.615384615384615,0.06720522304156554,Mef2c|Tyrobp,0.514186166026331
shared,GO_BP,GOBP_SENSORY_ORGAN_DEVELOPMENT,0,113,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SENSORY_ORGAN_MORPHOGENESIS,0,47,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SENSORY_PERCEPTION,1,53,50,1500,0.5660377358490566,0.8394633427053331,Cxcl12,1.0
shared,GO_BP,GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0,19,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,1,28,50,1500,1.0714285714285714,0.616356933817995,Cxcl12,1.0
shared,GO_BP,GOBP_SENSORY_PERCEPTION_OF_PAIN,1,13,50,1500,2.3076923076923075,0.3575867388571701,Cxcl12,1.0
shared,GO_BP,GOBP_SENSORY_SYSTEM_DEVELOPMENT,1,80,50,1500,0.375,0.9384243735551238,C1qa,1.0
shared,GO_BP,GOBP_SEQUESTERING_OF_CALCIUM_ION,1,15,50,1500,2.0,0.4000764265660914,Ptprc,1.0
shared,GO_BP,GOBP_SEXUAL_REPRODUCTION,1,98,50,1500,0.30612244897959184,0.9678288469722423,Cxcl12,1.0
shared,GO_BP,GOBP_SEX_DIFFERENTIATION,0,39,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SIGNAL_RELEASE,3,88,50,1500,1.0227272727272727,0.5716851175464279,Cxcl12|Dab2|Mef2c,1.0
shared,GO_BP,GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0,15,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,0,13,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SINGLE_FERTILIZATION,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SISTER_CHROMATID_SEGREGATION,0,19,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,1,12,50,1500,2.5,0.33524969917904673,Mef2c,1.0
shared,GO_BP,GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,2,30,50,1500,2.0,0.26406742974514547,Cflar|Mef2c,1.0
shared,GO_BP,GOBP_SKELETAL_SYSTEM_DEVELOPMENT,3,87,50,1500,1.0344827586206897,0.5636774670434521,Mef2c|Ptprc|Tyrobp,1.0
shared,GO_BP,GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,1,32,50,1500,0.9375,0.6659340944396241,Mef2c,1.0
shared,GO_BP,GOBP_SKIN_DEVELOPMENT,0,33,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SKIN_EPIDERMIS_DEVELOPMENT,0,20,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,1,10,50,1500,3.0,0.2882684421548648,Dab2,1.0
shared,GO_BP,GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,1,47,50,1500,0.6382978723404256,0.8018554794378209,Apoe,1.0
shared,GO_BP,GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,2,50,50,1500,1.2,0.5033344253193706,Apoe|Dab2,1.0
shared,GO_BP,GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,1,21,50,1500,1.4285714285714286,0.5116902720131731,Apoe,1.0
shared,GO_BP,GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,5,128,50,1500,1.171875,0.4259594429399392,Apoe|Cbr2|Dab2|Ttr|mt-Nd4,1.0
shared,GO_BP,GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,1,19,50,1500,1.5789473684210527,0.4769581022710094,Mef2c,1.0
shared,GO_BP,GOBP_SMOOTH_MUSCLE_CELL_MIGRATION,1,32,50,1500,0.9375,0.6659340944396241,Mef2c,1.0
shared,GO_BP,GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,2,43,50,1500,1.3953488372093024,0.424148062560875,Apoe|Mef2c,1.0
shared,GO_BP,GOBP_SMOOTH_MUSCLE_CONTRACTION,0,26,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SODIUM_ION_HOMEOSTASIS,0,13,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,1,33,50,1500,0.9090909090909091,0.6773123609777841,Slc6a6,1.0
shared,GO_BP,GOBP_SODIUM_ION_TRANSPORT,1,39,50,1500,0.7692307692307692,0.7380227031427208,Slc6a6,1.0
shared,GO_BP,GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SOMITE_DEVELOPMENT,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SOMITOGENESIS,0,11,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPECIFICATION_OF_SYMMETRY,1,18,50,1500,1.6666666666666667,0.45869546617711976,Mef2c,1.0
shared,GO_BP,GOBP_SPERMATID_DIFFERENTIATION,0,27,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPERM_FLAGELLUM_ASSEMBLY,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPHINGOLIPID_METABOLIC_PROCESS,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPINAL_CORD_DEVELOPMENT,0,15,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPINDLE_ASSEMBLY,0,12,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPINDLE_ORGANIZATION,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SPROUTING_ANGIOGENESIS,0,32,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_STARTLE_RESPONSE,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_STEM_CELL_DEVELOPMENT,1,25,50,1500,1.2,0.5745095173169409,Ptprc,1.0
shared,GO_BP,GOBP_STEM_CELL_DIFFERENTIATION,2,42,50,1500,1.4285714285714286,0.4123282859057648,Mef2c|Ptprc,1.0
shared,GO_BP,GOBP_STEM_CELL_PROLIFERATION,2,26,50,1500,2.3076923076923075,0.21392436250078883,Dab2|Ptprc,0.9344814222144674
shared,GO_BP,GOBP_STEROID_BIOSYNTHETIC_PROCESS,2,11,50,1500,5.454545454545455,0.04943234891824236,Apoe|Dab2,0.41405962367084453
shared,GO_BP,GOBP_STEROID_METABOLIC_PROCESS,2,26,50,1500,2.3076923076923075,0.21392436250078883,Apoe|Dab2,0.9344814222144674
shared,GO_BP,GOBP_STEROL_TRANSPORT,1,10,50,1500,3.0,0.2882684421548648,Apoe,1.0
shared,GO_BP,GOBP_STRESS_FIBER_ASSEMBLY,0,16,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,3,52,50,1500,1.7307692307692306,0.24889507447060455,Cflar|Cxcl12|Mef2c,1.0
shared,GO_BP,GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,2,16,50,1500,3.75,0.0970847228115921,Cflar|Mef2c,0.6211128920032959
shared,GO_BP,GOBP_STRIATED_MUSCLE_CONTRACTION,0,30,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,1,19,50,1500,1.5789473684210527,0.4769581022710094,Dab2,1.0
shared,GO_BP,GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0,10,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,0,18,50,1500,0.0,1.0,,1.0
shared,GO_BP,GOBP_SULFUR_COMPOUND_TRANSPORT,1,13,50,1500,2.3076923076923075,0.3575867388571701,Slc6a6,1.0
shared,GO_BP,GOBP_SUPEROXIDE_METABOLIC_PROCESS,1,10,50,1500,3.0,0.2882684421548648,Tyrobp,1.0
